Skin Type,Usage Periode,Review,Rating
"Oily, Medium Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Shopee,"Tadinya takut banget mau nyobain Retinol, karena banyak review yang bilang kalau kandungan dari turunan vitamin A ini cukup keras, dan rawan bikin kulit jadi breakout. Aku punya jenis kulit yang oily dan cenderung sensitif, dan biarpun bisa dibilang jarang jerawatan, tapi sekalinya ada hormonal acne (biasanya di kulitku jerawat nodul), selalu membekas dan bekasnya ganggu banget karena selalu membekas item gituu.Sebelumnya aku cobain serum Bakuchiol dari satu brand lokal dan cukup oke di kulitku, tapi ternyata efeknya kurang nampol untuk bekas jerawat yang menghitam.Akhirnya nyoba pakai Somethinc Retinol ini dan wooow it works like a wonder to me! Dengan beberapa kali pemakaian, kulitku yang bertekstur jadi lembut banget, glowing, dan bakal jerawat jadi kempes. Untuk bekasnya belum keliatan memudar sih, but untuk kulitku ini khasiatnya udah efektif bangettt! Must have product!",5
"Combination, Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Pertama kalinya coba retinol, jujur kurang paham seluk beluk do's & don'ts-nya. Waktu pakai ini aku ada di sikon kulit lagi tenang, lalu tiba-tiba aku breakout karena pemakaian make-up yang terlalu lama. Awalnya belum merasa aneh, sampai akhirnya aku merasa kondisi kulitku memburuk. Akhirnya aku stop dan ganti produk lain, ternyata penyebabnya ada di retinol ini. Entah aku yang salah pakainya (disaat brekout) atau memang gak cocok, entahlah.",2
"Combination, Medium, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,"BUAT KALIAN YG PUNYA MASALAH SAMA MILIA INI BAGUS BANGET BUAT NGURANGIN/NGEHAMBAT PERTUMBUHAN MILIA, bukan ngilangin ya, tadinya coba coba pindah ke lain hati pindah ke yg niacinamide yg retinol udah abis, tapi milianya malah balik lagi ð­ nyesel bgt ga setia sama retinol",5
"Normal, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"pake serum ini overall aku cocok si jadi aku sampe sesuka itu sama produk somethinc hehehe. retinol ini bisa dipake seminggu sekali tergantung kbutuhan juga , bisa juga ditingkatkan intensitas pemakaian nya sesuai kbutuhan masing - masing.",4
"Oily, Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Pake gara2 sadar udah masuk kepala 2, 1% lumayan kenceng buat orang yg ngga pernah pake retinol. Efeknya dapet bgt, cuma harus patch test dulu buat pemula biar mukanya enggak kaget. Aku pake buat malem hari sesuai anjuran dari somethincnya, cuma kalo kalian mau pake 2x sehari, jgn lupa pagi hrs dibarengi dengan sunscreen",5
"Oily, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"sebagus itu ya ampun huhu. pas pertama kali nyoba ga ada purging atau breakout sama sekali. emang sih hasilnya agak lama gitu, aku pake selang-seling sama aha bha kurang nampol. pas aku combine sama hyaluronic dan niacinamide somethinc langsung keliatan banget hasilnyaaaa TT. pori-pori aku jadi kecil, white head hempas, wajah lembut banget dan acne scars aku mulai pudar.",5
"Dry, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Sociolla,"Somethinc membuat produk ini dgn 1% enkapsulisasi retinol sbg star ingredientnya, yg molekul & kandungan2 lainnya âdibungkusâ oleh kristal pelindung dari teknologi Korea yg bernama Gentinol, dgn tujuan utk menghindari iritasi kulit saat sedang penetrasi kedalam kulit. Makanya kalo kamu melihat perubahan warna pada produknya, kamu masih bisa melanjutkan pemakaian retinol ini tanpa khawatir, krn teknologi Gentinol ini membuat formula retinolnya lebih stabil..ð£ð²ð»ð´ð®ð¹ð®ðºð®ð»ð¸ðSejujurnya aku sempat meremehkan dia loh setelah 1 bulan pemakaian, karena aku ga melihat perubahan yg signifikan (iyaiya anu ga sabaran, my badð), khususnya utk mengurangi jerawat & memperbaiki tekstur kulit, jadinya aku memutuskan utk berhenti pakai sebentar. Tapii krn memang aku penasaran bgt, akhirnya aku balik lg ke dia dan setelah 2 bulan pemakaian, BOOM! Aku cukup kaget namun kagum ya sama hasilnya krn alhamdulillah biidznillah:.ðAku bisa merasakan kulitku jauh lebih lebih kenyal, halus, dan cerah, yg mana udah lama sekali aku ga merasakan inið­ð¤¯ðMana pori-pori?! Akhinya aku bisa melihat pori2ku lebih bersih dan terlihat kecil sekalið¤©ðAku baru ngeh kalo ternyata semenjak pakai ini aku jadi jarang ada jerawat, maskne dan cystic acne ku juga perlahan sembuh doongð¥ºðAku pakai ini setiap malam dan dia ga bikin kulit kering sama sekali, cukup hydrating lah utk ukuran sebuah retinol!ðð»ðBekas jerawatku juga perlahan memudar bangetðDia cukup watery sehingga menyerap cukup cepat kedalam kulit dan ga ada rasa lengket sama sekaliðð¼.Aku rasa retinol somethinc ini tuh definisi âslowly but sureâ deh. Jadi jgn kya aku ya yg terlalu cepet men judge diað, kesabaran lebih dibutuhkan sih aku lihat dari retinol ini utk hasil yg maksimal..Satu hal yg mungkin harus kalian ingat adalah perubahan warna (harusnya berwarna transparan). Tapi alhamdulillah di kulitku aman2 aja sampai sekarang, ga ada efek atau reaksi negatif di kulitku. Klo khawatir, patch test aja lagi yaa..Aku bisa blg dia ini produk lokal holy grail pertama aku dehð. Aku benar2 menikmati dan cinta bgt sama retinol inið.Merasa tergiur gaaa setelah melihat respon yg positif dari aku tentang produk ini? ð¤¤",5
"Oily, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"my first time ever incorporating retinol into my skincare regimen, though iâve had tret prescribed by my derm a few years ago. aku pake ini 2x per week, 5-10 drops as advised. first impression: dari awal dateng udah oksidasi dong ð¢ warnanya kekuningan dan ada bau mirip tape. teksturnya ga terlalu runny dan pas diratain ke kulit bakal ninggalin finish yg tacky. botolnya ga terlalu opaque dan ga dikasih box juga, jadi lebih gampang terpapar sinar matahari. ok pros-nya: ga bikin purging, ga drying, ga irritating di kulitku yg acne prone. cons: didnât see any noticeable improvement either. ga repurchase karena mau beralih ke 1% encapsulated retinol brand sebelah, masih positive thinking kalo efficacy-nya berkurang karena udah oksidasi. kalo masih ga ada improvement juga, akan level up ke HPR. would still recommend this to retinol virgins, apalagi yg kulitnya sensitif. pesan untuk brandnya, mungkin formulasinya bisa di-tweak lagi atau packagingnya ganti yg opaque dan airless supaya ga gampang oksidasi âºï¸",3
"Normal, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Aku pake ini cuma di malam hari aja,kalo siang terlalu bikin kulit mukaku kering. Bikin jerawat kering,aku beli ini karena untuk adek ku yang di masa pertumbuhan dimana jerawat jerawat matang dan datang nya banyakan itu muncul, ini lumayan ok",3
"Combination, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Retinol ini cocok sih buat first timers, cukup ngaruh ke kulit aku pas udah reda breakout and really speeds up the healing process. Bekas jerawatnya melipir shay kalo udah pake ini. Aku pakenya selang seling karena kulitku agak sensitif, hari yang aku gapake retinol, pakenya Tamanu Oil. Wissssss byebye acne",5
"Normal, Light, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,serum retinol yang gak bikin kulit iritasi berlebihan... manfaat yang didapat pun ada tanpa membuat iritasi dikulit asalkan dibarengin sama hydrating toner.. harganya juga ramah di kantong... recommended deh,5
"Combination, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"As a first-time user of retinol, Iâm really amazed how it improves my skin. Kalau ada serum yg keliatan hasil di pemakaian pertama, this one it is. Dengan pemakaian di malam hari, paginya kulit langsung cerah, jerawat mengecil, dan muka lebih halus. Although retinol itu bikin kering, dengan moisturizer yg tepat, keringnya ini bisa diatasi. But this retinol serum is a bomb. Beberapa orang bilang ga ngefek but for me, the effect is too good to be true dan thank god, this retinol serum is stable enough when I layer it with TO Niacinamide serum. My skin has never been better.",5
"Normal, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Beli pas lagi hitz jadinya penasaran sama retinol ini, ditambah racun dimana-mana. Untuk teksturnya ga mengganggu baunya juga. Aku akan rutin dulu pake ini apalagi umur udah 25an keatas. Selama ini ga ada yang mengganggu sih masih oke oke dan ga bikin bo",3
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Beautyhaulindo,Sebenernya ini aku step up dari penggunaan retinolnya Avoskin. Ternyata ini emang lumayan keras haha skin barrier aku sempet agak rusak krn nekat pake ini seminggu 2x + aha bha serum seminggu 2x eh auto muncul merah2 sama gatal. Skrg aku pake ini seminggu sekali aja dan aman. Hasilnya emang jadi ngga terlalu keliatan cepet tapi gpp lebih baik gitu daripada skin barrierku rusak. Teksturnya agak oil ya dan lumayan lengket setelah dipake jd emang gapernah aku layer lagi sama ingredients apapun dan langsung tutup pake moisturizer.,4
"Normal, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"bikin cerahan iya, bagus mungkin sebener nya, cuma karna aku yang maruk nge mixing active ingredient, jatuh nya kulit ku jadi sensitif kemerahan, ada sampai sebulan, atau emang gak cocok sama vit a :)), jadi aku kayak yang trauma gitu sama somethinc.",3
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Beautyhaulindo,"menurutku dia mild retinol, dimuka aku yang sensitif acne prone gak kenapa2. aku pake setiap hari, kadang suka pake dibagian spot yg ada jerawatnya aja. setelah aku pake serum retinol ini, aku jadi gak pake lagi yg namanya obat totol jerawat. karna retinol ini ampuh buat ngeringkan jerawat aku, dan dia jg bikin matengin si jerawat yg belom tumbuh mateng. Aku udh botol kedua! rekomen bgt deh untuk kulit yg komedoan dan gampang jerawatan",5
"Combination, Medium Light, Warm",Usage Period : Less than 1 weekPurchase Point : Beautyhaulindo,"jujur awalnya berekspektasi tinggi bgt sama retinol ini krn ngeliat review2 yg pd bagus. tp sayangnya di aku kurang cocok:( baru dipake 3x tapi kulitku jadi keringggg bgt, terus muncul bbrp jerawat baru di tempat yg sebelumnya blm pernah ditumbuhin jerawat:(",3
"Oily, Medium Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Traditional market,"Produk retinol pertama dong. Pakai botol kaca kecil dan pipet. Warnanya bening agak kehijauan dikit. Nggak ada wangi. Cair banget kyk air aja gituu. Bbrapa skincare reviewer blg ini trmasuk produk dgn kandungan retinol kuat, tp krna encapsulated atau apa itu namanya, jd terasanya lebih mild. Nggak ada rasa cekit2 pas prtama nyoba. Terasa ada rasa melembabkannya. Curiga sih ini bikin purging parah, dan jadi agak dehidrasi, ditambah maskne, tamat lah kondisi kulit saat itu. Tp setelah skinbarrier mmbaik, hidrasi baik, pakai ini aman aja alhamdulillah.",4
"Combination, Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Official Brand Store,"my second retinol after Sunday Riley! to be honest, karna kandungan retinolnya bener-bener rendah jadi sangat safe and I can use it for daily routine skincare. cuma karna udah kebal sama retinol, sadly ini ga terlalu kelihatan hasilnya :( buat beginner ini bagus banget jujur",5
"Oily, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Produk retinol lokal kedua yang kucoba. âNo downtime at all apalagi kalo dibandingin prescription-retinol. Ini ga bikin purging atau kering ngelupas sama sekali, teksturnya ringan juga, efeknya belum terlalu keliatan, tapi ketidakadaan efek keringnya itu nyaman sih. Kalo prescription-retinol efeknya dashyat tapi astaga sekali pake bisa beberapa hari muka jadi merah banget kepiting rebus (padahal skintoneku bukan yg gampang memerah) trus ngelupas parah bahkan sampe ke kelopak mata padahal ga kupakein ke situ, jangan harap bisa makeup. âEfek selow kalem gitu jadi kalo mau pake tiap hari aman. âKalo kayak aku yg skincarean ada jadwalnya selang-seling ingredient  jadinya ga bisa gonta-ganti dong kalo pake retinol tiap hari, next mau coba merk lain yg lebih strong.",4
"Combination, Medium Dark, Warm",Usage Period : 1 week - 1 monthPurchase Point : Beautyhaulindo,"Awalnya ragu sih mau nyoba, karena denger2 kan lumayan âkerasâ ya, apalagi kulitku yg combinasi dan super sensitive, salah langkah dikit bisa rusak sana sini, tapi Alhamdulillah super aman di kulitku, ngga perih juga, cepet meresap juga, ngga lengket. Enak lah pokonya hehe",5
"Oily, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : shopee,"aku pertama kali pake retinol, baru 1 Minggu 3 hr, Minggu 1 itu aku pake 2x and fineÂ² aja stlh seminggu itu aku coba tiap hari pakenya slma 3hari dan itu berasa perih bgt di sekitar bawah mata mungkin ga cocok pake tiap hari but hasilnya lgsg sdkt keliatan lebih halus, lembab, poriÂ² makin kecil, beruntusan berkurang bgt, cm ga tau ya ngerasa kaya bikin agak kusam dimuka:( jg udh pake niacinamidnya jg dan itu hasilnya bagus. tekstur retinolnya agak oily, bau asem gt, cepet nyerepnya dan agak lengket jg biasanya aku layer sm niac/hyaluronic nya. repurchase retinolnya ? blm tau mau liat perkembangannya dulu",4
"Oily, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Umur aku masih 2o tahun, dan aku mau mencoba retinol karena masalah jerawat aku. Sebelum membeli produk ini, aku udah banyak mencari informasi mengenai retinol, membaca jurnal-jurnal penelitian terkait retinol, baca-baca review produk retinol, dan nonton berbagai video youtube yang membahas tentang retinol. Dari berbagai sumber yang aku baca, serum retinol dari somethinc ini kerjanya sangat mild, konsentrasinya kecil, dan cocok untuk pemula yang belum pernah pakai retinol. Jadi, akhirnya aku memutuskan untuk beli produk ini. Awal-awal pakai agak takut dan ga berani pakai terlalu banyak karena takut purging. But, suprisingly, wajah aku ga menunjukkan reaksi negatif sama sekali (ga ada reaksi purging). Malah setelah pemakaian hampir 3 botol, aku merasa jerawat aku lumayan berkurang, dan aku merasa kulit aku lebih cerah. Sayang banget sama produk ini, Thank you Somethinc. Repurchase ? Of Course.",5
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Waktu awal pemakaian, aku pakai selang-seling dengan FSS Retinol Cream. Saat itu sama sekali gak ada purging. Selang -+ 1 bulan pemakaian, baru aku ngerasa Retinol Somethinc ini bikin purging; tiba-tiba kulit jadi gradakan dan banyak whitehead. Kondisi ini berlangsung (on-off) selama -+ 1 bulan. Selanjutnya, serum ini justru bantu bikin hormonal acne aku lebih cepat pulih. Serum ini gak bikin kulitku tingling atau kering saat pemakaian. Rasanya memang gentle--tapi efeknya terasa lebih cepat (jika dibandingkan dgn serum retinol yg aku pakai sebelumnya) ð Awalnya aku pakai 3x seminggu, tapi setelah lewat masa purging aku pakai tiap hari. Aku merasa serum ini membantu memelihara kulit saat lagi gak berjerawat, membantu mempercepat jerawatku sembuh dan membantu menghaluskan tekstur kulit. Saat serum ini habis dan aku jeda beberapa hari gak pakai retinol, tekstur kulitku langsung terasa berubah, gak sehalus sebelumnya ð",5
"Combination, Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Aku mulai pake retinol sejak tahun lalu. Pertama kali pake merek lokal juga tapi rasanya di kulit aku agak kering dan efeknya kurang berasa. Pas pake somethinc, aku coba saran caroline hirons; pake retinol di wajah yg kering sebelum pake skincare lainnya. Di aku ini gentle banget, ga pernah berasa terlalu kering dan efeknya di aku berasa banget adanya! Kulit jadi lebih halusssss dan tekstur wajah jadi membaik. Pori2 juga agak lebih rapet dari biasanya. Jerawat jadi lebih terkontrol dan kalopun muncul, jadi cepet sembuhnya. Awal pemakaian aku 1x seminggu, tapi skr udah 3-4x seminggu dan masih aman2 aja. Suka bangetð",5
"Combination, Medium, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Pertama kali pakai Retinol dari somethinc. Pemakaian pertama di muka ada rasa dekat cekit dan panas sedikit, tapi setelah beberapa menit hilang. Retinol dari somethinc ini bagus banget dia bisa buat jerawat jadi calm dan kering. apalagi kalau pakai varian lengkap dari somethinc makin hebat mereka bekerja. Recommend bangettt",5
"Combination, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Brand website,"Akhirnya berani pakai retinol setelah menimbang nimbang cukup lama (waktu itu belum keluar bakuchiol). Setelah pemakaian 3 bulan, dikulitku yang paling kerasa adalah memperbaiki skin barrier yang salah satunya ngerasa udah berkurang bgt keluar jerawat hormonal apalagi saat pms yg biasanya banyak. Untuk tekstur wajah lumayan ada perubahan walaupun belum signifikan.",5
"Oily, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Sudah 3 bulan sepertinyað¤dan ini jadi alternatif untuk lepas dari retinoid yang masuk kategori obat karna samasama turunan vitamin A dan fungsinya mirip. Teksturnya ringan macem air, warnanya lebih ke kuning bening sih daripada hijau. Tiap malem rajin apply dan ini finishnya enak, cepat meresap, rasanya fresh lembab gitu tanpa ada tingling sensation. Selama pemakaian aku merasa bare face membaik, mulai dari pori2 jadi merasa lebih sehat aja dan kulit wajah jadi ga gampang kusam macem dulu. Sistem recovery jerawat juga semakin membaik, jerawat tetep ada tapi ga sebanyak dulu dan penyembuhannya juga lebih cepat tanpa harus ditambah spot treatment. Selama pakai ini, ga ada purging atau efek negatif lainnya. Best duet juga pas pakainya bareng hyaluronic acid dan paginya niacinamide, wajah jadi lebih cerah secara manusiawi. Harganya juga ramah di kantong. Akan jadi serum retinol tetap â¤ï¸",5
"Combination, Medium Light, Neutral",Usage Period : More than 1 yearPurchase Point : Shopee,Produk retinol yang cocok untuk pemula karena formulanya cukup ringan. Pemakaian secara teratur bisa memperbaiki struktur kulit jadi lebih lembab. Produknya cukup encer dan gampang meresap di kulit. Selain itu juga tidak bikin kulit breakout.,5
"Dry, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"love and hate sama produk ini, awalnya aku ga suka dan berhenti2 terus pakenya karena purgingnya lumayan parah jd kyk keliar jerawat kecil banyak, tapi wakti telaten pakenya justru jerawatnya sembuh sendiri dan bantu pudarin hyperpigmentation di kulit aku, awalnya aku pake seminggu sekali terus dua kali, sampe akhirnya sekarang aku pake 5-6 hari seminggu sisanya buat exfo toner/serum hehe",5
"Oily, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Wooohooo~~~~~ Pertama kali coba ini. Suka sama serum iniððð lembabin wajah iya, memudarkan bekas jerawat iya (walau perlahan), dan aku ngerasa setelah pake serum ini tu kaya ada yang beda aja sama kulit wajah aku. Yaaa taulah retinol fungsinya apa. Repurchase? sepertinya iya.",5
"Combination, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Beautyhaulindo,"baru cobain ini ya sekitar sebulanan overall blm banyak hasil yg signifikan karna aku jg pake nya ga tiap hari gtu jd di selang seling, tp selama aku pake itu ga ada efek jd tingling atau sebagainya ya b aja, cuman emg sih muka tuh jd berasa halus bgt dan dan tekstur muka tuh jd alus aja gtuu. kita coba tiap hari yaa bakalan jd gmn deh ntr smpga sih lebih bagus dr ini.",4
"Combination, Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"I hope I met you sooner, karena gila ini produk bener-bener jadi skin-changer!!! Teksturnya caiiiir banget, begiu diratakan akan sedikit tacky tapi masih tolerable. Agak sedikit berbau 'kecut', tapi lagi-lagi masih tolerable. One thing for sure, my skin has never been this good before! Jadi plump, kenyal, seimbang, cerah, dan glowing banget dooong semenjak pake produk ini. Jerawat, blackheads, dan whiteheads pun jadi cepat banget beresnya. Aku pakai serum ini di slot layering serum terakhir, dikombinasikan dengan HA & Niacinamide nya Somethinc juga yang memang cocok banget sama kulitku so hasilnya makin kece: lembapnya dapet, cerahnya dapet, turnover cell nya cepet!",5
"Oily, Medium, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Brand website,"Kemarin malam coba pakai sesuai anjuran pemakaian. Toner, Retinol, Moisturizer. Jadi aku pakenya: Hadalabo, Somethinc, Benton. Besok paginya. YA AMPUN! Ada siapa itu yang glowing di cermin kamar mandi. I really love my skin!! Gak pernah aku bangun pagi sebahagia ini. Aku akan update lagi perkembangannya setelah 30 hari pemakaian ya. Semoga bisa makin jatuh cinta sama produk Somethinc. || Udah 8 bulan dan skrg lagi botol ke-3.... Tandanya? YASH! Aku suka. Gak berminat pindah retinol karena klo dilihat dr produk lokal, Somethinc yg plg miring harganya dan lumayan lah retinol 1%, cukup gentle buat dipakai hampir setiap hari (kecuali 2x seminggu buat exfoliating)",5
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Tokopedia,"Waktu somethinc launching retinol, aku lgsg excited, apalagi klaimnya cocok buat pemula. Happy bgt banyak brand lokal yg mulai bikin retinol. Kemasannya sih nothing special, sama kyk serum2 yg sblmnya dari botol kaca. Ingredientsnya simple bgt, warna produknya kuning muda, teksturnya cair bgt kyk air, ada aroma kimia tapi ga terlalu mengganggu. Waktu dipakai pun cepet menyerap, ga lengket, ga ada sensasi tingling. Ringan bgt di wajah. Efek yg kurasakan agak lama dibanding avoskin. Klo avoskin aku pakai kurleb 1 bulan udh ada hasilnya, sdgkan somethinc klo 1 bulan blm kliatan hasilnya. Frekuensi pemakaian juga sama 2 hari skali. Setelah pemakaian 1 bulan aku sempet break 2 minggu pakai somethinc krn sempet bikin iritasi di wajahku. Awalnya hanya 1 spot, selang beberapa hari timbul di spot lain. Sempet nyerah sih mau aku preloved, tapi akhirnya aku coba lagi (pantang menyerah anaknya). Tapi jadinya di spot2 tertentu yg bekas iritasi itu aku ga bisa olesin somethinc lg krn bakal 'kumat' lg klo kena, agak rempong tapi ya udahlah. Setelah pemakaian 1 bulan berikutnya baru deh keliatan hasilnya 'rasa pakai retinol' itu muncul lg, nostalgia waktu pake avoskin. Kulit jadi kenyal, glowing, bawaanya pgn ngaca terus. Setiap habis pakai retinol ini di bagian yg ada bakal jerawat, bsk nya pasti kempes/cpt mateng, aplg d bagian whitehead pasti cpt keringnya. Menurutku somethinc ini level retinolnya diatas avoskin, walaupun efek yg dihasilkan memang agak lama tapi retinolnya kenceng, agak bikin kering jadi hidrasinya juga mesti kenceng. Klo avoskin aku bebas bgt pakai di sekitar mata (kelopak+under eye), klo somethinc ga bisa. Produk ini minusnya gda karet stoppernya, pernah 1x kesenggol yah tumpah, untung tumpahnya ga terlalu banyak, mana produknya cair bgt jd cpt keluar dari botolnya. Tapi kyknya yg keluaran baru ada stoppernya klo ga salah. Overall bagus sih, pesen buat pemula apalagi yg kulitnya sensitif mesti hati2 bgt. Repurchase? Kyknya ga dulu, krn thn 2020 kmrn buanyak banget produk lokal yg ngluarin retinol, jadi pada ngantre buat dipake.",5
"Combination, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"retinol pertama yg aku coba. tekstur beneran cair kaya air dan gak ada baunnya si . lebih enak pake ini klao keadan kulit masih dalam keadaan lembab . klo kering jd agak susah makenya. setalah di pake agak berasa lengket sdikit namun skitar 5 mnitan okelah. awlnya timbul jerawatn namun aku stop bbrp mggu trus lanjut lg dan cocok. stiap pake ini dan bruntusan lgsg pd kering dan keluaran isinya. jerawat jd makin cepat mateng. overall suka, tp aku mutusin gak lnjut make lg krena kulit lg kering bget.",4
"Dry, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"di aku agak tricky sebenernya. bingung malahan :( awal pake retinol tuh efeknya bikin megar2, kering banget. nyampe aku pake semua serum belum lagi ditandem sama sleeping mask ð rada mendingan, tapi efeknya cuman semingguan aja sih. sampai akhirnya aku bisa pake setiap hari karena gatau kenapa greget banget pengen cepet2 ngabisin. udah 3 bulanan aku pake tp efeknya cm kerasa di pori2 agak kaleman, tp kalo misal skip skincare malah balik lagi menganga porinya. jadi on off juga pakenya. sepertinya bakal balik lagi cobain seminggu maks 3x aja, semoga ada perubahan",2
"Combination, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Beautyhaulindo,"gak cocok sedih banget, padahal orang orang pada cocok, gak tau kenapa pas habis pake pagi nya jd timbul jerawat kecil padahal pake nya juga pake hidrating toner dan moisturizer yg kandungan nya juga menghidrasi, aku pakai seminggu sekali sudah 4 kali aku pake, tetep bikin jerawatan, dan bekas nya bikin item dan lama banget ilang nya...",2
"Combination, Medium Light, Cool",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"ga cocok banget di aku huhu sediiihh... bikin kulit kering, kusam, dan pori2 ku malah makin membesar. Padahal seminggu sebelum pake retinol ini aku sempet pake kiehls yang irish extract activating treatment essence dan pori2 ku udah mulai mengecil.",2
"Combination, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Setelah berabad lamanya maju mundur nyobain retinol. Pilihan retinol pertamaku jatuh ke Somethinc retinol ini. Retinol ini beneran aman banget dan ngasih efek purging kemuka. Awal pemakaian, aku masih nyobain satu tetes ke dagu dan sesaat ada efek bikin dagu memerah sih. Trus, besokannya aku cobain dua tetes keseluruhan muka dan masih tetep ada efek memerah. Dari seminggu 2-3x, malahan suka dipake pagi+ malam. Entahlah, mungkin kulit ku dah makin kebal, karena sebenarnya kan CCDC ternyata mengandung SA. Suka banget Ama tekstur WATERY dari serum ini, karena aku prefer bentuk essence yang WATERY. Oh iya, retinol ini aman dikulitku kalo dipake berbarengan dengan serum Kiehls CCDC. Sebenernya aku lebih mau cari efek untuk hilangin garis halus, tapi ternyata kurang beruntung dengan serum ini. Tapi, yang aku suka selama pemakaian ini, pori-pori aku terlihat mengecil, jadi tetap semangat ngelanjutin Ampe habis satu botol. Repurchase : Maybe. Masih mau cari serum retinol buat hilangin garis halus soalnya.",4
"Oily, Medium Dark, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Retinol serum yang menurut aku cukup aman untuk newbie dengan kadar 1%. Pengalaman aku waktu bruntusan di jidat dan fokus pakai serum ini di area tersebut, hasilnya bagus banget, bruntusan jadi kering lalu hilang. Nah, karena aku sudah terbiasa dengan retinoic acid, makanya saat pakai serum ini ya kulitku gak merasa perih. Redness sih pasti tapi gak ada perih or gatal. Pakai cuma malam hari aja, layered dengan moisturizer. Kalau harus pilih retinoic acid or retinol, aku jelas pilih retinoic acid karena lebih nendang di kulitku. Tapi kalau mau coba keluarga vitamin A, retinol serum ini ok banget kok!",5
"Oily, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,Awalnya beli karna buat ngilangin bekas jerawat yg mayan banyak. Pas abis 1 botol keliatan sih mukaku jadi lebih cerah bekas jerawat juga jadi lebih pudar. Suatu hari aku ada milia 1 dibawah mata. Aku coba pake retinol ini. Betapa kagetnya setelah seminggu pemakaian milianya udah gone ð¥²ð¥²ð¥²â¤ï¸â¤ï¸â¤ï¸ hebat bgt retinol ini sampe terharuu ð¥º,5
"Normal, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Brand website,"pertama kali pake produk retinol ya ini. karena khawatir ada efek purging jd ak cb pke sesuai steps dr somethinc yaitu bareng ama hyaluronic sm niacinamide nya. dan kaget waktu pagi bangun tidur hasilnya jd glowing bgt, tekstur kulit jd lebih lembab kenyal dan bekas jerawat lebih pudar. oiya karena lupa masuk kulkas jd serumnya berubah warna gt, tp sempet baca2 d IG nya katanya gpp sih ttp d pke aja toh teksturnya ga berubah jg, oil gel like gt..",5
"Oily, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Awalnya takut pake retinol karena takut purgingnya, apalagi kalo ternyata ujung-ujungnya breakout, tapi akhirnya beraniin aja coba karena maskne + breakout gara-gara produk exfoliator. Udah pake ini hampir 2 bulan, seminggu 2 kali, dan hasilnya memang ga mengecewakan. Tekstur kulit bener-bener bagus, dan dia bantu banget untuk mengontrol jerawat. Jerawat yang mau keluar pun juga jadinya cepet meredam, dan menurutku ini ga bikin kering sama sekali. Kulit mukaku juga ga jadi kemerahan. Harganya juga terjangkau banget untuk produk retinol. Jadi ini recommended banget, terutama untuk yang baru pertama kali coba retinol.",5
